PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LATITUDE,LONGITUDE
Single Family Residential,1115 Prairie Ridge Ln,Arlington,TX,76005,518500,3,3.5,Viridian Village 1e-3,3278,8886,2016,50,158,79,http://www.redfin.com/TX/ARLINGTON/1115-PRAIRIE-RIDGE-LN-76005/home/113471550,NTREIS,32.805099,-97.08911
Single Family Residential,2207 Franklin Dr,Arlington,TX,76011,265000,3,2,Parkway Central,2034,10803,1973,1,130,,http://www.redfin.com/TX/Arlington/2207-Franklin-Dr-76011/home/31887727,NTREIS,32.7693951,-97.1096312
Single Family Residential,2125 Riverforest Dr,Arlington,TX,76017,329000,3,3,Wimbledon North Add,2717,15115,1978,1,121,,http://www.redfin.com/TX/Arlington/2125-Riverforest-Dr-76017/home/32202956,NTREIS,32.6726744,-97.145403
Single Family Residential,8204 SILVERTON Dr,Arlington,TX,76001,370000,4,2.5,SOUTH POINTE ADDITION,3970,8712,2000,1,93,,http://www.redfin.com/TX/Arlington/8204-Silverton-Dr-76001/home/32428828,NTREIS,32.6120355,-97.1308813
Single Family Residential,8114 Loretta Day Dr,Arlington,TX,76002,329900,3,2,Day Add,2035,6360,2019,1,162,44,http://www.redfin.com/TX/Arlington/8114-Loretta-Day-Dr-76002/home/169578121,NTREIS,32.6114003,-97.087199
Single Family Residential,123 Parkview Dr,Arlington,TX,76010,175000,3,2,Parkview Add,1160,13112,1950,1,151,,http://www.redfin.com/TX/Arlington/123-Parkview-Dr-76010/home/31887882,NTREIS,32.7363299,-97.0806662
Single Family Residential,1714 Wild Deer Way,Arlington,TX,76002,309995,4,2.5,Deer Creek Arlington,2929,8538,2010,1,106,39,http://www.redfin.com/TX/Arlington/1714-Wild-Deer-Way-76002/home/31210008,NTREIS,32.6193361,-97.0775359
Single Family Residential,408 Quail Roost Ln,Arlington,TX,76002,349900,4,2.5,Quail Creek Add,3451,13329,2002,1,101,,http://www.redfin.com/TX/Arlington/408-Quail-Roost-Ln-76002/home/32488495,NTREIS,32.6284237,-97.1079703
Single Family Residential,4406 Terraview Dr,Arlington,TX,76001,332990,4,2.5,Highcroft Estates,2536,7318,2021,1,131,67,http://www.redfin.com/TX/Arlington/Terraview-Dr-76001/home/169580700,NTREIS,32.616451,-97.185466
Single Family Residential,7710 Longbow Ln,Arlington,TX,76002,299900,4,2.5,Deer Creek Arlington,2479,8276,2005,1,121,,http://www.redfin.com/TX/Arlington/7710-Longbow-Ln-76002/home/31013468,NTREIS,32.6147895,-97.0867729
Single Family Residential,4408 Terraview Dr,Arlington,TX,76001,314990,3,3,Highcroft Estates,2284,7187,2021,1,138,67,http://www.redfin.com/TX/Arlington/Terraview-Dr-76001/home/169580701,NTREIS,32.616252,-97.185985
Single Family Residential,6428 Fannin Dr,Arlington,TX,76001,379000,5,3.5,Fannin Farm Add,3116,10280,1995,2,122,25,http://www.redfin.com/TX/Arlington/6428-Fannin-Dr-76001/home/32431148,NTREIS,32.6401526,-97.1396816
Single Family Residential,2708 Fox Creek Trl,Arlington,TX,76017,399999,4,3.5,Foxwood Glen,3719,9060,2009,2,108,42,http://www.redfin.com/TX/Arlington/2708-Fox-Creek-Trl-76017/home/31128753,NTREIS,32.6734337,-97.1536494
Single Family Residential,2003 Pennington Dr,Arlington,TX,76014,235000,3,2,Brandyridge,1709,7187,1979,2,138,,http://www.redfin.com/TX/Arlington/2003-Pennington-Dr-76014/home/31416036,NTREIS,32.6876419,-97.0777241
Single Family Residential,817 Bracken Pl,Arlington,TX,76017,263900,4,2.5,Collingwood Village,2020,5532,1989,2,131,,http://www.redfin.com/TX/Arlington/817-Bracken-Pl-76017/home/32344252,NTREIS,32.6512706,-97.1190157
Condo/Co-op,911 Cedarland Blvd,Arlington,TX,76011,229900,2,1,Cedar Place Garden Condminium,927,4138,1983,2,248,187,http://www.redfin.com/TX/Arlington/911-Cedarland-Blvd-76011/home/32332942,NTREIS,32.752628,-97.096593
Single Family Residential,907 Glynn Oaks Dr,Arlington,TX,76010,170000,3,1,Plaza Terrace Add,978,7187,1961,2,174,,http://www.redfin.com/TX/Arlington/907-Glynn-Oaks-Dr-76010/home/31910079,NTREIS,32.712473,-97.0966395
Single Family Residential,2006 Deer Path Dr,Arlington,TX,76012,250000,3,2,Randol Mill Park Estates,1662,8189,1973,2,150,,http://www.redfin.com/TX/Arlington/2006-Deer-Path-Dr-76012/home/31940265,NTREIS,32.752956,-97.141806
Single Family Residential,4205 Trowbridge Dr,Arlington,TX,76013,295000,3,2,Oak Creek Estates,2126,10411,1974,3,139,,http://www.redfin.com/TX/Arlington/4205-Trowbridge-Dr-76013/home/31842104,NTREIS,32.7077075,-97.1743856
Single Family Residential,718 McAdoo Dr,Arlington,TX,76002,421247,4,3.5,Mayfield Farms,3178,6970,2021,3,133,56,http://www.redfin.com/TX/Arlington/Unknown-76002/home/173904841,NTREIS,32.62469,-97.097612
Single Family Residential,11 Mary Lou Ct,Mansfield,TX,76063,359900,4,2,Heritage Estates Add,2386,13591,2001,3,151,,http://www.redfin.com/TX/Mansfield/11-Mary-Lou-Ct-76063/home/32479733,NTREIS,32.5989356,-97.0968497
Condo/Co-op,1105 Calico Ln #1626,Arlington,TX,76011,100000,1,1,Cloisters Condo The,656,1742,1981,3,152,166,http://www.redfin.com/TX/Arlington/1105-Calico-Ln-76011/unit-1626/home/32311039,NTREIS,32.7668208,-97.0926426
Single Family Residential,1605 W Sanford St,Arlington,TX,76012,360000,4,3,West Hills Add,2691,11718,1967,3,134,,http://www.redfin.com/TX/Arlington/1605-W-Sanford-St-76012/home/32182635,NTREIS,32.7432062,-97.1296493
Single Family Residential,5601 Maplewood St,Arlington,TX,76018,249900,3,2,Webb-Britton Estates,1509,10716,1991,3,166,,http://www.redfin.com/TX/Arlington/5601-Maplewood-St-76018/home/32158400,NTREIS,32.6545309,-97.0628945
Single Family Residential,3509 Hill Haven Ln,Arlington,TX,76014,199900,3,2,Hillside Add,1184,6360,1978,5,169,,http://www.redfin.com/TX/Arlington/3509-Hill-Haven-Ln-76014/home/31668722,NTREIS,32.6880185,-97.0943694
Single Family Residential,4200 Meadow Park Dr,Arlington,TX,76017,225000,3,2,Eagles Nest,1461,5271,1984,5,154,,http://www.redfin.com/TX/Arlington/4200-Meadow-Park-Dr-76017/home/32334327,NTREIS,32.666522,-97.1735754
Single Family Residential,1718 Briar Meadow Dr,Arlington,TX,76014,240000,3,2,Briar Meadow Add,1755,7797,1977,5,137,,http://www.redfin.com/TX/Arlington/1718-Briar-Meadow-Dr-76014/home/31419057,NTREIS,32.697183,-97.0836924
Single Family Residential,806 S Emma Dr,Arlington,TX,76002,236000,3,2,Eden Creek Add,1685,7449,1998,5,140,,http://www.redfin.com/TX/Arlington/806-S-Emma-Dr-76002/home/32437358,NTREIS,32.6366525,-97.1003392
Townhouse,4301 Hurricane Creek Trl,Arlington,TX,76005,379900,4,3,Viridian Village,2318,,2018,6,164,228,http://www.redfin.com/TX/ARLINGTON/4301-HURRICANE-CREEK-TRL-76005/home/167719013,NTREIS,32.804905,-97.094081
Single Family Residential,3703 Fort Hunt Dr,Arlington,TX,76016,259000,4,2,Glen Spgs Add,2256,7710,1979,6,115,,http://www.redfin.com/TX/Arlington/3703-Fort-Hunt-Dr-76016/home/31606775,NTREIS,32.6784735,-97.1653475
Single Family Residential,4506 Spanish Indigo Ln,Arlington,TX,76005,379888,3,2.5,Viridian Village 2f,2398,3441,2018,6,158,128,http://www.redfin.com/TX/Arlington/Spanish-Indigo-Ln-76005/home/169578461,NTREIS,32.809471,-97.079169
Single Family Residential,1613 Ida St,Arlington,TX,76010,189000,3,1,Highland Park Add Arlington,1172,8799,1954,6,161,,http://www.redfin.com/TX/Arlington/1613-Ida-St-76010/home/31655502,NTREIS,32.7273709,-97.0862144
Single Family Residential,1504 Waltham Ct,Arlington,TX,76012,335000,4,3,Millbrook #1,2369,8407,1972,6,141,,http://www.redfin.com/TX/Arlington/1504-Waltham-Ct-76012/home/31792025,NTREIS,32.7543942,-97.1546592
Single Family Residential,7905 Desert Rose Ct,Arlington,TX,76002,249900,4,2,Lonesome Dove Estates,1882,5968,2000,6,133,,http://www.redfin.com/TX/Arlington/7905-Desert-Rose-Ct-76002/home/32458542,NTREIS,32.6172764,-97.1097153
Single Family Residential,6103 Tiffany Park Ct,Arlington,TX,76016,749900,4,4,Tiffany Park Add,4430,12981,2001,6,169,,http://www.redfin.com/TX/Arlington/6103-Tiffany-Park-Ct-76016/home/32127243,NTREIS,32.6975189,-97.2033807
Single Family Residential,5410 Summit Ridge Trl,Arlington,TX,76017,310000,4,2.5,Overland Stage Estates,2188,9148,1977,7,142,,http://www.redfin.com/TX/Arlington/5410-Summit-Ridge-Trl-76017/home/31871379,NTREIS,32.671044,-97.191016
Single Family Residential,2702 Spirit Woods Ln,Arlington,TX,76001,489000,6,4.5,Twin Hills Ph 2,4253,11979,2019,7,115,58,http://www.redfin.com/TX/Arlington/2702-Spirit-Woods-Ln-76001/home/167719781,NTREIS,32.6273466,-97.1549608
Single Family Residential,4103 Kingsferry Dr,Arlington,TX,76016,447000,4,3,Shorewood Estates,2927,7231,1992,7,153,,http://www.redfin.com/TX/Arlington/4103-Kingsferry-Dr-76016/home/32050048,NTREIS,32.6837782,-97.2110447
Single Family Residential,1418 Spring Willow Dr,Arlington,TX,76018,178000,3,1,Windmill Meadows Add,1191,5140,1983,7,149,,http://www.redfin.com/TX/Arlington/1418-Spring-Willow-Dr-76018/home/32323634,NTREIS,32.6586896,-97.0849954
Single Family Residential,1411 E Park Row Dr,Arlington,TX,76010,210000,3,2,Sylvan Heights Add,1434,7492,1955,7,146,,http://www.redfin.com/TX/Arlington/1411-E-Park-Row-Dr-76010/home/32117688,NTREIS,32.7211778,-97.0878537
Single Family Residential,3712 Lindsey Ct,Arlington,TX,76015,169900,3,1.5,Rolling Meadows Add,1622,4487,1971,8,105,,http://www.redfin.com/TX/Arlington/3712-Lindsey-Ct-76015/home/31986530,NTREIS,32.6834276,-97.1234666
Single Family Residential,6604 Nantucket Ln,Arlington,TX,76001,425000,4,3,Marthas Vineyard Add,2888,11631,1989,8,147,10,http://www.redfin.com/TX/Arlington/6604-Nantucket-Ln-76001/home/32374328,NTREIS,32.6378327,-97.1542209
Townhouse,,Arlington,TX,76006,185000,2,2.5,Forest Brook Twnhms Add,1204,1394,1993,8,154,135,http://www.redfin.com/TX/Arlington/Undisclosed-address-76006/home/32391267,NTREIS,32.7750023,-97.06635
Single Family Residential,3607 Big Bear Lake Ct,Arlington,TX,76016,315000,4,2.5,Enchanted Lake Estate,2380,9670,1979,8,132,35,http://www.redfin.com/TX/Arlington/3607-Big-Bear-Lake-Ct-76016/home/31554465,NTREIS,32.6835591,-97.2186674
Condo/Co-op,2311 Basil Dr Unit C101,Arlington,TX,76006,105000,2,1,Arlington Oaks Condo,808,2178,1981,9,130,267,http://www.redfin.com/TX/Arlington/2311-Basil-Dr-76006/unit-C101/home/32295936,NTREIS,32.7729607,-97.067925
Single Family Residential,2322 Hilldale Blvd,Arlington,TX,76016,195000,3,2,Lake Arl Highlands Add,1073,9017,1969,9,182,,http://www.redfin.com/TX/Arlington/2322-Hilldale-Blvd-76016/home/31723285,NTREIS,32.7055221,-97.1855296
Single Family Residential,5503 Summit Ridge Trl,Arlington,TX,76017,285000,4,3,Overland Stage Estates,2509,8625,1977,9,114,,http://www.redfin.com/TX/Arlington/5503-Summit-Ridge-Trl-76017/home/31871312,NTREIS,32.6717163,-97.1913601
Single Family Residential,6311 Brookbriar Ct,Arlington,TX,76018,215000,3,2,Brookmeadow Add,1228,7187,1991,10,175,,http://www.redfin.com/TX/Arlington/6311-Brookbriar-Ct-76018/home/32370338,NTREIS,32.6439017,-97.0855418
Single Family Residential,830 Stamford Ave,Arlington,TX,76002,434893,5,3.5,Mayfield Farms,3723,7405,2021,10,117,56,http://www.redfin.com/TX/Arlington/Unknown-76002/home/173904834,NTREIS,32.624685,-97.097719
Vacant Land,2019 Loyd Dr,Arlington,TX,76002,79000,0,,Webb Town Of,,5750,,11,,,http://www.redfin.com/TX/Arlington/2019-Loyd-Dr-76002/home/32159812,NTREIS,32.63359,-97.074938
Single Family Residential,2612 Perkins Rd,Arlington,TX,76016,2599900,4,4,Arlington Shores,6308,44126,1975,11,412,,http://www.redfin.com/TX/Arlington/2612-Perkins-Rd-76016/home/31378750,NTREIS,32.701765,-97.1997596
Single Family Residential,1906 Park Hill Dr,Arlington,TX,76012,489500,4,3,Enchanted Oaks Add,3485,9191,1984,12,140,,http://www.redfin.com/TX/Arlington/1906-Park-Hill-Dr-76012/home/31554308,NTREIS,32.7642264,-97.1397284
Single Family Residential,3512 Quail Ln,Arlington,TX,76016,319900,4,3,Andrews J Add,2148,26484,1964,13,149,,http://www.redfin.com/TX/Arlington/3512-Quail-Ln-76016/home/32300580,NTREIS,32.6902936,-97.1939072
Single Family Residential,6109 Amicable Dr,Arlington,TX,76016,330000,4,2.5,Oak Ridge Estates,2131,9409,1981,13,155,,http://www.redfin.com/TX/Arlington/6109-Amicable-Dr-76016/home/31856278,NTREIS,32.6948677,-97.2021596
Single Family Residential,1505 E Timberview Ln,Arlington,TX,76014,214900,4,2,Arkansas Heights Add,1382,7797,1968,13,155,,http://www.redfin.com/TX/Arlington/1505-E-Timberview-Ln-76014/home/31373159,NTREIS,32.7010672,-97.0879798
Single Family Residential,4420 Terraview Dr,Arlington,TX,76001,327490,3,3,Highcroft Estates,2284,7187,2021,13,143,67,http://www.redfin.com/TX/Arlington/Terraview-Dr-76001/home/169580707,NTREIS,32.616261,-97.186125
Single Family Residential,1925 Rockbrook Dr,Arlington,TX,76006,339000,5,2.5,Wood Creek Add,3367,8015,1979,13,101,,http://www.redfin.com/TX/Arlington/1925-Rockbrook-Dr-76006/home/32210527,NTREIS,32.7670845,-97.0768415
Single Family Residential,2007 Thames Dr,Arlington,TX,76017,475000,5,3.5,Buckingham Estates,3707,8625,1990,15,128,,http://www.redfin.com/TX/Arlington/2007-Thames-Dr-76017/home/31441489,NTREIS,32.6649002,-97.1385037
Single Family Residential,510 Betsy Ross Dr,Arlington,TX,76002,235000,3,2,Colonial Estates,1825,7275,1984,15,129,,http://www.redfin.com/TX/Arlington/510-Betsy-Ross-Dr-76002/home/31489617,NTREIS,32.6409388,-97.1045436
Single Family Residential,4727 Mulberry Hill Ln,Arlington,TX,76005,379990,3,2,Viridian,1900,3877,2020,15,200,327,http://www.redfin.com/TX/ARLINGTON/4727-MULBERRY-HILL-LN-76005/home/173680559,NTREIS,32.794788,-97.078959
Townhouse,4556 Meadow Sage St,Arlington,TX,76005,305590,2,2,Viridian Village 2C,1330,2352,2020,15,230,226,http://www.redfin.com/TX/ARLINGTON/4556-MEADOW-SAGE-ST-76005/home/173906636,NTREIS,32.801855,-97.075725
Townhouse,4554 Meadow Sage St,Arlington,TX,76005,305470,2,2,Viridian Village 2C,1346,2352,2020,15,227,226,http://www.redfin.com/TX/ARLINGTON/4554-MEADOW-SAGE-ST-76005/home/173906635,NTREIS,32.801791,-97.075792
Townhouse,915 Cedarland Blvd,Arlington,TX,76011,195000,2,1,Cedar Place Garden Condminium,927,4138,1983,15,210,247,http://www.redfin.com/TX/Arlington/915-Cedarland-Blvd-76011/home/32332944,NTREIS,32.7526269,-97.096492
Single Family Residential,1303 Anglican Dr,Arlington,TX,76002,250000,4,2.5,Berkeley Square Add,1683,7797,2002,15,149,,http://www.redfin.com/TX/Arlington/1303-Anglican-Dr-76002/home/32487844,NTREIS,32.6252781,-97.089409
Townhouse,4567 Stone Valley Trl,Arlington,TX,76005,335940,2,2,Viridian Village 2C,1569,3790,2020,16,214,226,http://www.redfin.com/TX/Arlington/Stone-Valley-Trl-76040/home/173906625,NTREIS,32.802325,-97.075695
Townhouse,4501 Smokey Quartz Ln,Arlington,TX,76005,341250,3,2.5,Viridian Village 2C,1990,4922,2020,16,171,226,http://www.redfin.com/TX/ARLINGTON/4501-SMOKEY-QUARTZ-LN-76005/home/173906700,NTREIS,32.801187,-97.079948
Single Family Residential,1905 W Nathan Lowe Rd,Arlington,TX,76017,290000,3,2,Turf Club Estates Add,2225,8407,1984,16,130,,http://www.redfin.com/TX/Arlington/1905-W-Nathan-Lowe-Rd-76017/home/32138129,NTREIS,32.6552825,-97.1377465
Single Family Residential,7330 Roaring Spgs,Arlington,TX,76002,374101,3,3,Mayfield Farms,2433,7187,2020,16,154,56,http://www.redfin.com/TX/ARLINGTON/7330-ROARING-SPRINGS-RD-76002/home/173879139,NTREIS,32.624685,-97.097719
Single Family Residential,1211 Ridgewood Ter,Arlington,TX,76012,375000,3,2,Double Y Wooded Estate Add,2919,20560,1960,17,128,,http://www.redfin.com/TX/Arlington/1211-Ridgewood-Ter-76012/home/31519443,NTREIS,32.7534201,-97.1270734
Single Family Residential,7105 Greenspring Dr,Arlington,TX,76016,233000,3,2.5,Woodfield Add,1816,7536,1983,17,128,,http://www.redfin.com/TX/Arlington/7105-Greenspring-Dr-76016/home/32212956,NTREIS,32.6760163,-97.2200573
Single Family Residential,5506 Grantmont Dr,Arlington,TX,76016,243900,3,2,Pineridge Estates,1786,8625,1979,17,137,,http://www.redfin.com/TX/Arlington/5506-Grantmont-Dr-76016/home/31905861,NTREIS,32.687891,-97.1910233
Single Family Residential,2216 Shadydale Dr,Arlington,TX,76012,375000,4,3,Prestonwood Estates Add,2782,17250,1975,21,135,,http://www.redfin.com/TX/Arlington/2216-Shadydale-Dr-76012/home/31919664,NTREIS,32.7723132,-97.1354539
Single Family Residential,2116 Greenway St,Arlington,TX,76010,194900,3,2,Meadowbrook Park Add,1036,7318,1956,22,188,,http://www.redfin.com/TX/Arlington/2116-Greenway-St-76010/home/31771976,NTREIS,32.7279005,-97.0737316
Single Family Residential,7300 Grindstone Ct,Arlington,TX,76002,850000,3,2.5,88,2330,658453,1982,22,365,,http://www.redfin.com/TX/Arlington/7300-Grindstone-Ct-76002/home/40199162,NTREIS,32.6254815,-97.0800198
Single Family Residential,907 Blue Sky Dr,Arlington,TX,76002,260000,3,2.5,Ridge Point Add,2260,7710,2005,23,115,,http://www.redfin.com/TX/Arlington/907-Blue-Sky-Dr-76002/home/31003098,NTREIS,32.6151306,-97.0987307
Single Family Residential,2326 Perkins Rd,Arlington,TX,76016,2645000,5,8.5,Creary J A Add,11616,132335,1991,23,228,,http://www.redfin.com/TX/Arlington/2326-Perkins-Rd-76016/home/32325825,NTREIS,32.7066958,-97.2000117
Single Family Residential,1502 Park Chase Ave,Arlington,TX,76011,275000,3,2.5,Parks At Arbor Chase The,1974,6490,1993,24,139,,http://www.redfin.com/TX/Arlington/1502-Park-Chase-Ave-76011/home/32412728,NTREIS,32.7709378,-97.0870551
Single Family Residential,1310 Paxton Ave,Arlington,TX,76013,197500,3,1,Monticello Additon,1464,9148,1952,24,135,,http://www.redfin.com/TX/Arlington/1310-Paxton-Ave-76013/home/31799221,NTREIS,32.7233832,-97.1224993
Single Family Residential,2619 Cedar View Dr,Arlington,TX,76006,315000,4,2,Estates Of River Ridge The,2358,14113,1994,26,134,10,http://www.redfin.com/TX/Arlington/2619-Cedar-View-Dr-76006/home/32419107,NTREIS,32.7820669,-97.0690459
Single Family Residential,805 Harmon Ter,Arlington,TX,76010,199990,3,2,Phillips Park Add,1490,8451,1953,27,134,,http://www.redfin.com/TX/Arlington/805-Harmon-Ter-76010/home/31903977,NTREIS,32.7193695,-97.0988677
Vacant Land,700 N Center St,Arlington,TX,76013,324990,0,,Sol Davis Addition,,15899,,27,,,http://www.redfin.com/TX/Arlington/700-N-Center-St-76011/home/173970752,NTREIS,32.7447254,-97.1073501
Single Family Residential,2411 Copper Ridge Rd,Arlington,TX,76006,543900,4,3,Forest Hills Add,3674,10062,1983,27,148,98,http://www.redfin.com/TX/Arlington/2411-Copper-Ridge-Rd-76006/home/32316341,NTREIS,32.7881314,-97.0676801
Single Family Residential,3700 Vista Chase Ct,Arlington,TX,76001,425000,4,3.5,Arbor Oaks Estates Add,3114,10803,2002,27,136,29,http://www.redfin.com/TX/Arlington/3700-Vista-Chase-Ct-76001/home/32437446,NTREIS,32.6259105,-97.1664628
Single Family Residential,3710 Hastings Dr,Arlington,TX,76013,255000,4,2,Woodland West Add,1611,10411,1966,28,158,,http://www.redfin.com/TX/Arlington/3710-Hastings-Dr-76013/home/32217080,NTREIS,32.7239339,-97.1659577
Single Family Residential,2103 N Cooper St N,Arlington,TX,76011,500000,3,2,Coonrod,2595,75359,1959,28,193,,http://www.redfin.com/TX/Arlington/2103-N-Cooper-St-76011/home/32348062,NTREIS,32.7681274,-97.1134157
Condo/Co-op,905 Cedarland Blvd,Arlington,TX,76011,214900,2,2,Cedar Place Garden Condminium,1046,4792,1983,28,205,206,http://www.redfin.com/TX/Arlington/905-Cedarland-Blvd-76011/home/32332847,NTREIS,32.75262,-97.096965
Multi-Family (2-4 Unit),2409 Summer Place Dr,Arlington,TX,76014,159000,2,2,Summer Place Twnhms Add,1227,3136,1985,29,130,,http://www.redfin.com/TX/Arlington/2409-Summer-Pl-Dr-76014/home/32352933,NTREIS,32.704258,-97.070897
Single Family Residential,510 Salem Dr,Arlington,TX,76014,214900,4,2,High Meadows Add,1640,8059,1976,30,131,,http://www.redfin.com/TX/Arlington/510-Salem-Dr-76014/home/31659396,NTREIS,32.6942201,-97.1042492
Single Family Residential,1507 Lone Eagle,Arlington,TX,76005,693250,5,4.5,Viridian 65s,3787,8494,2020,31,183,83,http://www.redfin.com/TX/ARLINGTON/1507-LONE-EAGLE-WAY-76005/home/167716779,NTREIS,32.810174,-97.079679
Single Family Residential,7306 Paleon Dr,Arlington,TX,76002,282000,4,2.5,Fossil Lake Add,2616,5184,2003,32,108,,http://www.redfin.com/TX/Arlington/7306-Paleon-Dr-76002/home/30955006,NTREIS,32.6222486,-97.1033663
Condo/Co-op,929 CEDARLAND Blvd,Arlington,TX,76011,194900,2,2,Cedar Place Garden Condominium,927,,1983,33,210,206,http://www.redfin.com/TX/Arlington/929-Cedarland-Blvd-76011/home/32332926,NTREIS,32.752628,-97.096179
Single Family Residential,1821 Park Highland Way,Arlington,TX,76012,499500,5,5,Park Highlands,4094,9540,2016,34,122,56,http://www.redfin.com/TX/Arlington/1821-Park-Highland-Way-76012/home/31168669,NTREIS,32.7784924,-97.1347809
Single Family Residential,1506 Hillcrest Dr,Arlington,TX,76010,239900,3,2,Plaza Heights Add,1439,9583,1957,34,167,,http://www.redfin.com/TX/Arlington/1506-Hillcrest-Dr-76010/home/31908015,NTREIS,32.7200568,-97.0777872
Single Family Residential,1913 Glenhaven St,Arlington,TX,76010,229950,4,2,Meadowbrook Park Add,1477,7057,1958,34,156,,http://www.redfin.com/TX/Arlington/1913-Glenhaven-St-76010/home/31770916,NTREIS,32.7315608,-97.0788589
Condo/Co-op,921 Cedarland Blvd,Arlington,TX,76011,219000,2,2,Cedar Place Garden Condminium,1046,4792,1983,34,209,206,http://www.redfin.com/TX/Arlington/921-Cedarland-Blvd-76011/home/32332950,NTREIS,32.752358,-97.096414
Vacant Land,1605 Wilma Ln,Arlington,TX,76012,425000,0,,A-1057,,130680,1927,35,,,http://www.redfin.com/TX/Arlington/1605-Wilma-Ln-76012/home/32252668,NTREIS,32.7578654,-97.1480324
Single Family Residential,1717 Silver Marten Trl,Arlington,TX,76005,699900,4,4.5,Viridian Village 2b,4254,8015,2020,35,165,83,http://www.redfin.com/TX/ARLINGTON/1717-SILVER-MARTEN-TRL-76005/home/169573384,NTREIS,32.803102,-97.076321
Condo/Co-op,1700 Baird Farm Cir #1302,Arlington,TX,76006,74999,1,1,Oak Creek Condo,420,1568,1984,35,179,250,http://www.redfin.com/TX/Arlington/1700-Baird-Farm-Cir-76006/unit-1302/home/32354660,NTREIS,32.7693992,-97.0845209
Single Family Residential,6324 Brookgate Dr,Arlington,TX,76016,247500,3,2,Shorewood Hills Add,1543,9540,1982,36,160,,http://www.redfin.com/TX/Arlington/6324-Brookgate-Dr-76016/home/32051051,NTREIS,32.6836646,-97.2076758
Single Family Residential,3109 Shadow Dr W,Arlington,TX,76006,1100000,4,4.5,Forest Hills Add,5160,97574,1991,37,213,106,http://www.redfin.com/TX/Arlington/3109-W-Shadow-Dr-76006/home/32369028,NTREIS,32.789929,-97.0696342
Single Family Residential,4422 Terraview Dr,Arlington,TX,76001,353990,4,3,Highcroft Estates,2935,7187,2021,37,121,67,http://www.redfin.com/TX/Arlington/Terraview-Dr-76001/home/169580708,NTREIS,32.616108,-97.18693
Single Family Residential,2611 Oates Ln,Arlington,TX,76006,525000,4,4.5,Hampden Woods Add,4588,21824,1996,38,114,500,http://www.redfin.com/TX/Arlington/2611-Oates-Ln-76006/home/32430096,NTREIS,32.7772809,-97.0780604
Vacant Land,2611 W Pleasant Ridge Rd,Dalworthington Gardens,TX,76016,1750000,0,,Hale J W Survey,,629094,,38,,,http://www.redfin.com/TX/Arlington/2611-W-Pleasant-Ridge-Rd-76016/home/40010386,NTREIS,32.679147,-97.152771
Vacant Land,2000 Sovereign Ct,Arlington,TX,76012,199000,0,,Twelve Oaks Estates Add,,64469,,41,,125,http://www.redfin.com/TX/Arlington/2000-Sovereign-Ct-76012/home/173907210,NTREIS,32.7669085,-97.1449339
Condo/Co-op,1207 Beaconsfield Ln #409,Arlington,TX,76011,375000,4,4.5,Chelsea Park Twnhms,2096,216972,2008,41,179,350,http://www.redfin.com/TX/Arlington/1207-Beaconsfield-Ln-76011/unit-409/home/108479281,NTREIS,32.7551677,-97.0908546
Single Family Residential,815 White Dove Dr,Arlington,TX,76017,329900,4,2.5,South Hampton Add,3001,7754,2001,41,110,,http://www.redfin.com/TX/Arlington/815-White-Dove-Dr-76017/home/32498126,NTREIS,32.6527488,-97.1193451
Single Family Residential,1320 N Isle Cv,Arlington,TX,76005,1064900,4,4.5,Viridian Island,4393,12502,2020,42,242,83,http://www.redfin.com/TX/Arlington/1320-N-Isle-CV-76005/home/173857218,NTREIS,32.79078,-97.077213
Single Family Residential,1807 Silver Marten Trl,Arlington,TX,76005,649900,3,3.5,Viridian Vlg 2b,3037,8015,2020,42,214,83,http://www.redfin.com/TX/ARLINGTON/1807-SILVER-MARTEN-TRL-76005/home/169573371,NTREIS,32.801959,-97.075077
Single Family Residential,1805 Silver Marten Trl,Arlington,TX,76005,719900,4,4.5,Viridian Vlg 2b,4253,8015,2020,42,169,83,http://www.redfin.com/TX/ARLINGTON/1805-SILVER-MARTEN-TRL-76005/home/169573372,NTREIS,32.8025,-97.0753
Single Family Residential,7501 Mcmillian Ct,Arlington,TX,76016,465000,3,3,Lake Park Estate Add,4290,13504,1982,44,108,,http://www.redfin.com/TX/Arlington/7501-McMillian-Ct-76016/home/31732970,NTREIS,32.6713207,-97.2261225
Single Family Residential,1421 S West St,Arlington,TX,76010,294800,4,2.5,Park Row Add,2208,6752,1951,44,134,,http://www.redfin.com/TX/Arlington/1421-S-W-St-76010/home/31884473,NTREIS,32.7216699,-97.1109347
Single Family Residential,809 Mckenzie Pl,Arlington,TX,76018,265000,4,2,Arlington Meadows Add,2016,10498,1992,44,131,,http://www.redfin.com/TX/ARLINGTON/809-MCKENZIE-PL-76018/home/32411330,NTREIS,32.65284,-97.098034
Single Family Residential,3702 Fort Hunt Dr,Arlington,TX,76016,279990,3,2,Glen Spgs Add,1523,8276,1980,44,184,,http://www.redfin.com/TX/Arlington/3702-Fort-Hunt-Dr-76016/home/31606859,NTREIS,32.6780393,-97.1652634
